link,year,mileage,engine_capacity,fuel_type,price
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2011r-1-6-tdci-kombi-czarny-109km-215000km-stan-bardzo-dobr-ID6Gyask.html,2011,215 000 km,1 560 cm3,Diesel,17 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-cabrio-brazowa-skora-grzane-szyby-grzane-fotele-bezwypadek-zarejestrow-ID6Grb4W.html,2008,216 000 km,1 997 cm3,Diesel,20 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gyac5.html,2019,182 000 km,1 498 cm3,Diesel,42 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-automat-keyless-asyst-pasa-acc-radar-tempomat-navi-pdc-lopatki-relingi-ID6Fz1ea.html,2019,191 863 km,1 997 cm3,Diesel,59 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-st-ID6Gvqed.html,2015,235 000 km,1 997 cm3,Diesel,49 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-automat-navi-led-asystent-pasa-lopatki-f1-ID6Gbtl2.html,2019,129 000 km,999 cm3 •,Benzyna,59 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-auto-zadbane-bardzo-ekonomiczne-ID6GjiL7.html,2014,242 000 km,1 997 cm3,Diesel,28 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-125-km-navi-grzane-fotele-kierownica-serwis-park-ass-ID6Gr9kU.html,2017,100 000 km,999 cm3 •,Benzyna,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-120km-navi-klima-142-tys-km-bezwypadkowy-z-niemiec-top-ID6Gy9Gb.html,2015,142 000 km,1 498 cm3,Diesel,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-120km-navi-klima-142-tys-km-bezwypadkowy-z-niemiec-top-ID6Gy9Gb.html,2015,142 000 km,1 498 cm3,Diesel,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-ID6Gm3xZ.html,2006,230 000 km,1 798 cm3,Benzyna,7 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-6-bieg-125km-wzorowe-auto-gwarancja-zakup-door-to-door-ID6Grc8t.html,2012,111 000 km,1 000 cm3,Benzyna,25 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-super-stan-2-0-bezyna-sport-xenon-ID6GoXdF.html,2006,140 500 km,1 999 cm3,Benzyna,12 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-185-tys-km-serwis-aso-do-konca-salon-polska-ID6Gy9ns.html,2019,185 000 km,1 498 cm3,Diesel,42 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2020-bezwypadkowy-z-polskiego-salonu-bogate-wyposazenie-serwisowany-ID6Gw6O1.html,2019,151 748 km,1 498 cm3,Diesel,38 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-1-6-tdci-2014-ID6Gy951.html,2014,370 000 km,1 560 cm3,Diesel,16 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-zobacz-jaki-sliczny-titanium-zaledwie-93oookm-jak-nowy-z-niemiec-ID6GrbES.html,2015,93 000 km,1 596 cm3,Benzyna,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gy8Vk.html,2007,300 000 km,1 596 cm3,Benzyna,6 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6benzyna-105km-klima-z-niemiec-ID6GtrkV.html,2011,144 200 km,1 596 cm3,Benzyna,26 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6b-105km-2014r-auto-zarejestrowane-i-ubezpieczone-w-polsce-ID6G5NaE.html,2014,182 563 km,1 596 cm3,Benzyna,12 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-zadbany-fordzik-serwisowany-bardzo-niskie-spalanie-pojemny-bagaznik-ID6G5OYk.html,2011,223 109 km,1 560 cm3,Diesel,23 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-auto-po-oplatach-bezwypadkowy-klimatyzacja-ID6Gw6oA.html,2009,238 000 km,1 560 cm3,Diesel,8 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-navi-alu-uszkodzony-z-niemiec-ID6Gy3xv.html,2016,170 000 km,1 498 cm3,Benzyna,19 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-nowy-akumulator-wymieniony-rozrzad-sprzeglo-opony-letnie-zimowe-ID6GgvTS.html,2011,201 000 km,1 596 cm3,Benzyna,26 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-2020-st-x-performance-kolor-orange-fury-full-led-dach-panoramiczny-ID6Gp3d9.html,2020,172 000 km,1 997 cm3,Diesel,74 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2-0tdi-140ps-nawigacja-i-wl-w-polsce-ID6FvyQd.html,2011,221 000 km,1 997 cm3,Diesel,20 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-2014-titanium-163ps-ID6G3LQT.html,2014,183 220 km,1 997 cm3,Diesel,30 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-fajny-stan-zadbany-niski-przebieg-ID6GtwaE.html,2006,186 000 km,1 999 cm3,Benzyna,10 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-pierwszy-wlasciciel-auto-z-gwarancja-ID6GnlCP.html,2014,161 384 km,999 cm3 •,Benzyna,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-diesel-po-remoncie-skrzyni-biegow-polecam-ID6GtmvI.html,2020,172 000 km,1 498 cm3,Diesel,59 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-klimatyzacja-serwisowany-bezwypadkowy-oplacony-bez-rdzy-ID6Gy77e.html,2005,200 000 km,1 596 cm3,Benzyna,8 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-oplacony-bezwypadkowy-zadbany-ID6GoUqE.html,2011,223 000 km,1 596 cm3,Benzyna,23 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprowadzony-z-niemiec-zadbany-serwisowany-ID6Gy71K.html,2013,147 000 km,998 cm3 •,Benzyna,20 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-100-bezwypadkowy-pelen-serwis-forda-ID6G0HMs.html,2017,145 234 km,1 499 cm3,Diesel,42 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-przebieg-123tyshakklimagrzane-siedzeniagrzana-przednia-tylna-szyba-ID6Gy6RT.html,2012,124 190 km,998 cm3 •,Benzyna,24 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-benzyna-ghia-190-tys-km-ladny-swiezo-zarejestrowany-ID6Gw5Ms.html,2005,190 000 km,1 596 cm3,Benzyna,10 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-super-stan-ID6GucqT.html,2010,201 000 km,1 596 cm3,Benzyna,14 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-tdci-1-lakier-serwisowany-w-aso-titanium-bardzo-zadbany-z-niemiec-ID6GlJM3.html,2011,226 000 km,1 997 cm3,Diesel,27 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-d120kmbogata-wersjazadbanypolecam-ID6Gte5y.html,2018,123 268 km,1 499 cm3,Diesel,56 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gy5zv.html,2014,210 114 km,1 560 cm3,Diesel,15 400
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-ID6Gw5dm.html,2005,236 000 km,1 596 cm3,Benzyna,6 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2010-ID6Gy3BL.html,2010,304 201 km,1 560 cm3,Diesel,11 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecobost-trend-i-wlasciciel-salon-polska-serwis-aso-ID6Gy5n1.html,2020,120 000 km,999 cm3 •,Benzyna,45 899
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-8-tdci-115km-ID6Gy5g2.html,2010,295 000 km,1 753 cm3,Diesel,11 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2017-r-ii-wlasciciel-niski-przebieg-sprawne-i-zadbane-ID6Gw56M.html,2017,142 000 km,1 498 cm3,Diesel,39 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-fokus-kombi-2010-r-diesel-ID6Gy4LX.html,2010,288 418 km,1 560 cm3,Diesel,14 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2014r-wersja-titanium-150km-ecoboost-ID6Gy54G.html,2014,300 000 km,1 596 cm3,Benzyna,20 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprzedam-ford-fokus-mk2-ID6GuR1C.html,2006,248 000 km,1 560 cm3,Diesel,10 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-8-tdci-2009-dokladki-bogate-wyposazenie-187000km-ID6GvoCk.html,2009,187 588 km,1 753 cm3,Diesel,14 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-z-instalacja-gazowa-ID6Gw4Tx.html,2005,281 289 km,1 999 cm3,Benzyna+LPG,9 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-polski-salon-jeden-wlasciciel-ID6Gy4HE.html,2008,203 000 km,1 596 cm3,Benzyna,12 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk4-1-0-125km-2019r-bezwypadkowy-polska-ID6GpxR7.html,2019,70 500 km,999 cm3 •,Benzyna,61 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-1-5-ecoboost-z-systemem-sync-ID6Gy3W8.html,2015,94 000 km,1 499 cm3,Benzyna,25 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-ti-vct-titanum-intalacja-lpg-brc-pelen-serwis-niemiec-ID6GvoAo.html,2011,238 000 km,1 596 cm3,Benzyna+LPG,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-godny-polecenia-ID6Gy4KI.html,2011,195 800 km,1 596 cm3,Benzyna,23 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-navi-android-system-parkowania-ID6FX0ZQ.html,2013,239 309 km,1 596 cm3,Benzyna,28 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-120ps-automat-127tys-km-fv23-ID6Gy4z7.html,2020,127 000 km,1 499 cm3,Diesel,33 210
https://www.otomoto.pl/osobowe/oferta/ford-focus-navi-climatronik-automat-zarejestrowany-w-polsce-ID6Gw4He.html,2014,253 336 km,1 998 cm3,Diesel,25 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-rs-mk3-ID6GotnN.html,2017,101 690 km,2 300 cm3,Benzyna,107 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-6-tdci-ID6Gw4oX.html,2006,212 000 km,1 560 cm3,Diesel,7 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-2011-ID6Grk1G.html,2011,161 200 km,1 560 cm3,Diesel,13 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-1-5-tdci-128-tys-km-stan-bdb-opalenica-ID6Gozh1.html,2016,128 000 km,1 498 cm3,Diesel,32 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-100km-super-stan-zapraszam-ID6Gy4d5.html,2008,232 000 km,1 596 cm3,Benzyna,12 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-st250-bezwypadkowy-serwisowany-zadbany-ID6Gy4fL.html,2013,187 457 km,1 999 cm3,Benzyna,49 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-kombi-2009-z-polski-ID6GxUhC.html,2009,248 802 km,1 753 cm3,Diesel,9 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-2-0-tdci-titanium-150km-ID6Gvol8.html,2017,256 500 km,1 997 cm3,Diesel,38 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-salon-polska-po-lifcie-ID6Gw4qr.html,2017,163 000 km,1 498 cm3,Diesel,29 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-polska-pelna-faktura-vat-23-ID6GrXyy.html,2015,193 700 km,1 498 cm3,Diesel,32 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-diesel-stan-idealny-ID6Gpxia.html,2018,154 435 km,1 498 cm3,Diesel,38 990
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5tdci-120km-st-line-full-wersja-bezwypadkowy-bixenon-kamera-webasto-ID6GxTXh.html,2015,219 000 km,1 499 cm3,Diesel,36 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-6-100km-prywatny-wlasciciel-ID6Gvobu.html,2006,222 472 km,1 596 cm3,Benzyna,9 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-automat-full-led-kamera-serwis-aso-model-2019-ID6FfegS.html,2018,193 000 km,1 997 cm3,Diesel,61 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-4-lpg-bezwypadkowy-klimatyzacja-oc-na-rok-ID6GnUhL.html,2010,157 000 km,1 388 cm3,Benzyna+LPG,14 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-2-0-tdci-150-km-przeb-179-tys-i-wlasciciel-bezwyp-salon-forda-ID6FQ1g5.html,2020,179 000 km,1 997 cm3,Diesel,57 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-16v-105-km-przeb-189-tys-i-wlasciciel-bezwyp-salon-polska-vat-23-ID6FzmK6.html,2017,189 000 km,1 596 cm3,Benzyna,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk1-ID6Gw4hC.html,2002,167 343 km,1 596 cm3,Benzyna,3 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-100-km-przeb-97-tys-i-wlasciciel-bezwyp-z-salonu-forda-ID6FQ1qZ.html,2018,97 000 km,999 cm3 •,Benzyna,42 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-swiezo-sprowadzony-zarejestrowany-ID6Gw4hz.html,2014,304 253 km,1 596 cm3,Benzyna,22 850
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-fl-hatchback-1-5l-ecoboost-150km-2017-ID6Gw4eM.html,2017,143 000 km,1 499 cm3,Benzyna,39 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-stan-idealny-nowa-turbina-ID6G2jjs.html,2012,150 000 km,999 cm3 •,Benzyna,25 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-0-100-km-super-stan-z-niemiec-ID6Gw4cd.html,2017,124 000 km,998 cm3 •,Benzyna,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-8tdci-ID6Gy3Nv.html,2005,399 000 km,1 753 cm3,Diesel,5 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-nowy-rozrzad-bezwypadkowy-klimatronik-ID6Gw49S.html,2015,99 999 km,999 cm3 •,Benzyna,29 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-rej-styczen-2019-titanium-pakiet-winter-ID6Gw48r.html,2018,99 600 km,1 499 cm3,Benzyna,59 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-lift-1-6-benzyna-lpg-ID6Gvo0m.html,2009,355 637 km,1 596 cm3,Benzyna,6 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-2-0-tdci-ID6Gy3xw.html,2008,423 000 km,1 997 cm3,Diesel,7 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-champions-edition-doinwestowany-ID6GvnQx.html,2012,177 000 km,998 cm3 •,Benzyna,19 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-hatchback-1-5-tdci-led-multimedia-carplay-alu-felgi-fv23-ID6Gw3WW.html,2020,227 337 km,1 499 cm3,Diesel,43 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-1-6tdci-bez-dpf-ID6Gy3vS.html,2009,340 900 km,1 560 cm3,Diesel,7 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2013-1-0-benzyna-bezwypadkowy-salon-pl-ID6Gy3jh.html,2013,137 000 km,999 cm3 •,Benzyna,25 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-kombi-2020r-diesel-webasto-automat-8-biegow-ID6GwE8R.html,2020,141 000 km,1 997 cm3,Diesel,77 254
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-ecoboost-150km-super-stan-serwis-aso-ID6Gy3as.html,2012,208 000 km,1 596 cm3,Benzyna,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-linerace-rotxenonledkameramartwy-punktczyta-znakiserwis-ID6GpXVb.html,2013,131 000 km,1 596 cm3,Benzyna,36 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gy368.html,2011,187 000 km,1 596 cm3,Benzyna,28 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-active-bogate-wyposazenie-automat-headup-serwisowany-vat-23-ID6GvnKA.html,2020,156 600 km,1 498 cm3,Benzyna,75 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-2011-ID6GdOpm.html,2011,285 500 km,1 560 cm3,Diesel,18 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-polski-salon-fv23-cena-brutto-bezwypadkowy-doinwestowany-ID6Gy2vB.html,2017,265 000 km,1 498 cm3,Diesel,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gy2u7.html,2008,252 000 km,1 753 cm3,Diesel,6 300
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-ecoboost-125km-automat-idealny-stan-serwis-aso-ID6GvnDE.html,2017,98 792 km,999 cm3 •,Benzyna,39 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprzedam-na-czesci-ID6GvnCN.html,2009,387 000 km,1 997 cm3,Diesel,4 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6Gy2mY.html,2013,297 000 km,1 560 cm3,Diesel,18 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-funckjonalne-wyposazenie-ID6Gy2hx.html,2008,234 000 km,1 596 cm3,Benzyna,11 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GxgST.html,2007,320 000 km,2 522 cm3,Benzyna,10 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-auto-sprawne-oplacone-ID6GvnBo.html,2002,313 676 km,1 753 cm3,Diesel,3 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-parktron-start-stop-klimatr-alufel-pod-fotele-temp-ID6GdRMM.html,2011,91 000 km,1 596 cm3,Benzyna,9 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-kombi-st-line-polski-salon-aso-90tys-przebiegu-ID6GvnA5.html,2018,90 250 km,1 498 cm3,Diesel,62 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2019r-1-5d-115ps-ID6Gw2Bt.html,2019,166 200 km,1 499 cm3,Diesel,40 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-diesel-salonpl-bezwypadkowy-android-applecar-serwisowany-ID6Gy23N.html,2019,93 000 km,1 498 cm3,Diesel,57 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6tdci-95km-ID6FQZA1.html,2011,241 000 km,1 560 cm3,Diesel,17 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-maly-przebieg109525km-ID6GiDQG.html,2009,109 525 km,1 596 cm3,Benzyna,17 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-1-5-ecoboost-st-line-pierwszy-wlasciciel-ID6Gy1B2.html,2019,69 000 km,1 499 cm3,Benzyna,86 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-16v-125km-lift-klimatronic-serwis-bezwypadkowy-dla-wymagajacych-ID6Gw2qQ.html,2015,78 000 km,1 596 cm3,Benzyna,44 444
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-pilnie-ID6Gy1Oo.html,2011,140 000 km,1 596 cm3,Benzyna,36 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-90-km-klima-aluski-kombi-stan-bdb-2008r-okazja-ID6Gw27S.html,2007,197 000 km,1 560 cm3,Diesel,5 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6Gw2cr.html,2007,194 000 km,1 596 cm3,Benzyna+LPG,9 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-super-ford-focus-ID6GtWiD.html,2008,170 000 km,1 596 cm3,Benzyna,12 400
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-benzyna-stan-bardzo-dobry-ID6Gvnrg.html,2008,193 500 km,1 596 cm3,Benzyna,13 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-skory-automat-2-0-led-lift-ID6Gw257.html,2016,52 732 km,1 997 cm3,Benzyna,49 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-targowek-1-6-diesel-2005-rok-produkcji-komis-tysiak-ID6G0Md7.html,2005,231 940 km,1 560 cm3,Diesel,4 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-tdci-titanium-skora-nawigacja-tempomat-automat-2xpdc-zadbany-ID6G8tJQ.html,2011,211 000 km,1 998 cm3,Diesel,25 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-zadbany-dieselek-1-wlasciciel-ID6FkxNG.html,2011,168 254 km,1 560 cm3,Diesel,21 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-salonpl-klimatyzacja-el-szyby-i-lusterka-isofix-wspomaganie-ID6Gfc8M.html,2014,262 555 km,1 560 cm3,Diesel,19 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-stan-jest-bardzo-dobry-ID6Gopol.html,2008,236 000 km,1 596 cm3,Benzyna+LPG,12 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-8-benzyna-gaz-2006r-ID6Grkhh.html,2006,309 000 km,1 798 cm3,Benzyna+LPG,8 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-benz-162km-automat-bluetooth-zarejestrowany-w-pl-kredyt-zamiana-ID6FKzWp.html,2014,165 000 km,1 999 cm3,Benzyna,32 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-uszkodzony-sprowadzony-serwisowany-ID6Gvnlw.html,2020,53 000 km,1 997 cm3,Diesel,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-kombi-1-5-diesel-2018-ID6GuPs2.html,2018,204 000 km,1 498 cm3,Diesel,39 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gp6zs.html,2007,333 000 km,1 596 cm3,Benzyna,6 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-2007-benzyna-1-4-sprawny-ID6GvnjT.html,2007,275 000 km,1 388 cm3,Benzyna,7 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-salon-polska-od-nowosci-ID6GkmDo.html,2007,201 670 km,1 596 cm3,Benzyna,8 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-przebieg-klima-alu-zamiana-ID6Gw1xg.html,2012,174 123 km,1 560 cm3,Diesel,23 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-rs-ID6EvwsJ.html,2018,35 000 km,2 261 cm3,Benzyna,155 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-st-mk2-ID6Gvneq.html,2008,295 000 km,2 521 cm3,Benzyna+LPG,29 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6Gomum.html,2008,197 000 km,1 596 cm3,Benzyna,13 350
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-8-benzyna-gaz-ID6Gp3EA.html,2008,190 000 km,1 798 cm3,Benzyna+LPG,18 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-nawigacja-climatronik-parkowanie-1-6-benzyna-ID6GaigH.html,2012,172 588 km,1 596 cm3,Benzyna,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2005-benzyna-1-6-przygotowany-do-rejestracji-ID6Gvncp.html,2005,260 000 km,1 596 cm3,Benzyna,5 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-wd7194n-1-5-ecoblue-titanium-aut-ID6GlwPK.html,2020,148 829 km,1 498 cm3,Diesel,60 850
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk-ii-1-6-benzyna-2009r-bezwypadkowy-ID6GuQHl.html,2009,210 900 km,1 596 cm3,Benzyna,15 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-alu-climatronic-6-bieg-polecam-gwarancja-zakup-door-to-door-ID6FFi2z.html,2012,213 000 km,1 600 cm3,Diesel,23 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-100km-salon-polska-rok-produkcji-2005-ID6GrC3m.html,2005,257 090 km,1 596 cm3,Benzyna,4 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezw-udok-przeb-2-komplet-kol-z-de-zadbany-oplacony-ID6GrWQC.html,2015,183 000 km,999 cm3 •,Benzyna,26 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-polska-fv23-gwarancja-serwisowa-32519-netto-ID6GuF2y.html,2019,166 160 km,999 cm3 •,Benzyna,39 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-tdci-salon-polska-faktura-vat-23-ID6GoLxr.html,2015,290 000 km,1 560 cm3,Diesel,23 489
https://www.otomoto.pl/osobowe/oferta/ford-focus-wu6848j-1-5-ecoblue-95km-trend-2018-ID6G0FlZ.html,2018,158 557 km,1 498 cm3,Diesel,40 850
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-95km-trend-salon-pl-fvat-23-po3mg85-ID6GsVG2.html,2019,70 304 km,1 499 cm3,Diesel,51 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-zarejestrowany-ubezpieczony-ID6GveTn.html,2018,168 982 km,1 498 cm3,Diesel,54 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-amber-x-1-6-tdci-90km-faktura-vat-23-salon-polska-ID6GvPDP.html,2009,261 547 km,1 560 cm3,Diesel,8 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-120km-trend-edition-salon-pl-historia-aso-ID6Gvrnz.html,2020,134 120 km,1 499 cm3,Diesel,62 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-kombi-salon-polska-led-metalik-czujniki-gwarancja-vat-23-ID6FHqwJ.html,2019,180 400 km,1 498 cm3,Diesel,45 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ford-focus-mk3-1-6tdci-115km-duza-navi-super-stan-ID6FwLo5.html,2011,265 000 km,1 560 cm3,Diesel,17 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-benzyna-101km-klimatyzacja-bluetooth-wspomaganie-elektryka-alu-ID6Goj7F.html,2015,149 874 km,999 cm3 •,Benzyna,29 600
https://www.otomoto.pl/osobowe/oferta/ford-focus-benzyna-1-5-eco-boost-150-km-zarejestrowany-dobrze-wyposazony-ID6FMqwB.html,2020,71 000 km,1 499 cm3,Benzyna,83 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-zoptymalizowany-do-198-km-ID6GqA0E.html,2013,389 000 km,1 997 cm3,Diesel,29 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-diesel-po-remoncie-skrzyni-biegow-polecam-ID6GtmvI.html,2020,172 000 km,1 498 cm3,Diesel,59 900
